order_copo,family_copo,genus_copo,taxon_name,collector_number,collection_location,latitude_decimal,longitude_decimal,collection_date_verbatim
Brassicales,Brassicaceae,Cakile,Cakile maritima,MC 9048,Trefor,52.9985,-4.423,2020-08-21
Brassicales,Brassicaceae,Cakile,Cakile maritima,MC 9048,Trefor,52.9985,-4.423,2020-08-21
Brassicales,Brassicaceae,Cakile,Cakile maritima,MC 9048,Trefor,52.9985,-4.423,2020-08-21
Caryophyllales,Caryophyllaceae,Honckenya,Honckenya peploides,MC 9049,Trefor,52.9985,-4.423,2020-08-21
Caryophyllales,Caryophyllaceae,Honckenya,Honckenya peploides,MC 9049,Trefor,52.9985,-4.423,2020-08-21
Caryophyllales,Caryophyllaceae,Honckenya,Honckenya peploides,MC 9049,Trefor,52.9985,-4.423,2020-08-21
Caryophyllales,Caryophyllaceae,Honckenya,Honckenya peploides,MC 9049,Trefor,52.9985,-4.423,2020-08-21
Caryophyllales,Caryophyllaceae,Honckenya,Honckenya peploides,MC 9049,Trefor,52.9985,-4.423,2020-08-21
Caryophyllales,Caryophyllaceae,Honckenya,Honckenya peploides,MC 9049,Trefor,52.9985,-4.423,2020-08-21
Caryophyllales,Caryophyllaceae,Honckenya,Honckenya peploides,MC 9049,Trefor,52.9985,-4.423,2020-08-21
Caryophyllales,Caryophyllaceae,Honckenya,Honckenya peploides,MC 9049,Trefor,52.9985,-4.423,2020-08-21
Apiales,Apiaceae,Crithmum,Crithmum maritimum,MC 9050,Trefor,52.9993,-4.4234,2020-08-21
Apiales,Apiaceae,Crithmum,Crithmum maritimum,MC 9050,Trefor,52.9993,-4.4234,2020-08-21
Apiales,Apiaceae,Crithmum,Crithmum maritimum,MC 9050,Trefor,52.9993,-4.4234,2020-08-21
Apiales,Apiaceae,Crithmum,Crithmum maritimum,MC 9050,Trefor,52.9993,-4.4234,2020-08-21
Apiales,Apiaceae,Crithmum,Crithmum maritimum,MC 9050,Trefor,52.9993,-4.4234,2020-08-21
Apiales,Apiaceae,Crithmum,Crithmum maritimum,MC 9050,Trefor,52.9993,-4.4234,2020-08-21
Apiales,Apiaceae,Crithmum,Crithmum maritimum,MC 9050,Trefor,52.9993,-4.4234,2020-08-21
Apiales,Apiaceae,Crithmum,Crithmum maritimum,MC 9050,Trefor,52.9993,-4.4234,2020-08-21
Dipsacales,Adoxaceae,Sambucus,Sambucus nigra,MC 9053,Surrey,51.4812,-0.2998,2020-08-26
Dipsacales,Adoxaceae,Sambucus,Sambucus nigra,MC 9053,Surrey,51.4812,-0.2998,2020-08-26
Dipsacales,Adoxaceae,Sambucus,Sambucus nigra,MC 9053,Surrey,51.4812,-0.2998,2020-08-26
Dipsacales,Adoxaceae,Sambucus,Sambucus nigra,MC 9053,Surrey,51.4812,-0.2998,2020-08-26
Dipsacales,Adoxaceae,Sambucus,Sambucus nigra,MC 9053,Surrey,51.4812,-0.2998,2020-08-26
Dipsacales,Adoxaceae,Sambucus,Sambucus nigra,MC 9053,Surrey,51.4812,-0.2998,2020-08-26
Dipsacales,Adoxaceae,Sambucus,Sambucus nigra,MC 9053,Surrey,51.4812,-0.2998,2020-08-26
Dipsacales,Adoxaceae,Sambucus,Sambucus nigra,MC 9053,Surrey,51.4812,-0.2998,2020-08-26
Apiales,Apiaceae,Daucus,Daucus carota,MC 9054,Surrey,51.4819,-0.2975,2020-08-26
Apiales,Apiaceae,Daucus,Daucus carota,MC 9054,Surrey,51.4819,-0.2975,2020-08-26
Apiales,Apiaceae,Daucus,Daucus carota,MC 9054,Surrey,51.4819,-0.2975,2020-08-26
Apiales,Apiaceae,Daucus,Daucus carota,MC 9054,Surrey,51.4819,-0.2975,2020-08-26
Apiales,Apiaceae,Daucus,Daucus carota,MC 9054,Surrey,51.4819,-0.2975,2020-08-26
Apiales,Apiaceae,Daucus,Daucus carota,MC 9054,Surrey,51.4819,-0.2975,2020-08-26
Apiales,Apiaceae,Daucus,Daucus carota,MC 9054,Surrey,51.4819,-0.2975,2020-08-26
Apiales,Apiaceae,Daucus,Daucus carota,MC 9054,Surrey,51.4819,-0.2975,2020-08-26
Rosales,Rosaceae,Geum,Geum urbanum,MC 9055,Surrey,51.4797,-0.3003,2020-08-26
Rosales,Rosaceae,Geum,Geum urbanum,MC 9055,Surrey,51.4797,-0.3003,2020-08-26
Rosales,Rosaceae,Geum,Geum urbanum,MC 9055,Surrey,51.4797,-0.3003,2020-08-26
Rosales,Rosaceae,Geum,Geum urbanum,MC 9055,Surrey,51.4797,-0.3003,2020-08-26
Rosales,Rosaceae,Geum,Geum urbanum,MC 9055,Surrey,51.4797,-0.3003,2020-08-26
Caryophyllales,Polygonaceae,Rumex,Rumex sanguineus,MC 9056,Surrey,51.4797,-0.3003,2020-08-26
Caryophyllales,Polygonaceae,Rumex,Rumex sanguineus,MC 9056,Surrey,51.4797,-0.3003,2020-08-26
Caryophyllales,Polygonaceae,Rumex,Rumex sanguineus,MC 9056,Surrey,51.4797,-0.3003,2020-08-26
Caryophyllales,Polygonaceae,Rumex,Rumex sanguineus,MC 9056,Surrey,51.4797,-0.3003,2020-08-26
Caryophyllales,Polygonaceae,Rumex,Rumex sanguineus,MC 9056,Surrey,51.4797,-0.3003,2020-08-26
Caryophyllales,Polygonaceae,Rumex,Rumex sanguineus,MC 9056,Surrey,51.4797,-0.3003,2020-08-26
Rosales,Urticaceae,Parietaria,Parietaria judaica,MC 9057,Surrey,51.4812,-0.2998,2020-08-26
Rosales,Urticaceae,Parietaria,Parietaria judaica,MC 9057,Surrey,51.4812,-0.2998,2020-08-26
Rosales,Urticaceae,Parietaria,Parietaria judaica,MC 9057,Surrey,51.4812,-0.2998,2020-08-26
Rosales,Urticaceae,Parietaria,Parietaria judaica,MC 9057,Surrey,51.4812,-0.2998,2020-08-26
Rosales,Urticaceae,Parietaria,Parietaria judaica,MC 9057,Surrey,51.4812,-0.2998,2020-08-26
Rosales,Urticaceae,Parietaria,Parietaria judaica,MC 9057,Surrey,51.4812,-0.2998,2020-08-26
Rosales,Urticaceae,Parietaria,Parietaria judaica,MC 9057,Surrey,51.4812,-0.2998,2020-08-26
Rosales,Urticaceae,Parietaria,Parietaria judaica,MC 9057,Surrey,51.4812,-0.2998,2020-08-26
Fabales,Fabaceae,Onobrychis,Onobrychis viciifolia,MC 9058,Surrey,51.4284,-0.2951,2020-08-27
Fabales,Fabaceae,Onobrychis,Onobrychis viciifolia,MC 9058,Surrey,51.4284,-0.2951,2020-08-27
Fabales,Fabaceae,Onobrychis,Onobrychis viciifolia,MC 9058,Surrey,51.4284,-0.2951,2020-08-27
Fabales,Fabaceae,Onobrychis,Onobrychis viciifolia,MC 9058,Surrey,51.4284,-0.2951,2020-08-27
Fabales,Fabaceae,Onobrychis,Onobrychis viciifolia,MC 9058,Surrey,51.4284,-0.2951,2020-08-27
Fabales,Fabaceae,Onobrychis,Onobrychis viciifolia,MC 9058,Surrey,51.4284,-0.2951,2020-08-27
Fabales,Fabaceae,Onobrychis,Onobrychis viciifolia,MC 9058,Surrey,51.4284,-0.2951,2020-08-27
Fabales,Fabaceae,Onobrychis,Onobrychis viciifolia,MC 9058,Surrey,51.4284,-0.2951,2020-08-27
Sapindales,Simaroubaceae,Ailanthus,Ailanthus altissima,MC 9059,Surrey,51.482,-0.2879,2020-08-27
Sapindales,Simaroubaceae,Ailanthus,Ailanthus altissima,MC 9059,Surrey,51.482,-0.2879,2020-08-27
Sapindales,Simaroubaceae,Ailanthus,Ailanthus altissima,MC 9059,Surrey,51.482,-0.2879,2020-08-27
Sapindales,Simaroubaceae,Ailanthus,Ailanthus altissima,MC 9059,Surrey,51.482,-0.2879,2020-08-27
Sapindales,Simaroubaceae,Ailanthus,Ailanthus altissima,MC 9059,Surrey,51.482,-0.2879,2020-08-27
Sapindales,Simaroubaceae,Ailanthus,Ailanthus altissima,MC 9059,Surrey,51.482,-0.2879,2020-08-27
Sapindales,Simaroubaceae,Ailanthus,Ailanthus altissima,MC 9059,Surrey,51.482,-0.2879,2020-08-27
Sapindales,Simaroubaceae,Ailanthus,Ailanthus altissima,MC 9059,Surrey,51.482,-0.2879,2020-08-27
Asterales,Asteraceae,Cicerbita,Cicerbita muralis,MC 9060,Surrey,51.4784,-0.2946,2020-08-28
Asterales,Asteraceae,Cicerbita,Cicerbita muralis,MC 9060,Surrey,51.4784,-0.2946,2020-08-28
Asterales,Asteraceae,Cicerbita,Cicerbita muralis,MC 9060,Surrey,51.4784,-0.2946,2020-08-28
Asterales,Asteraceae,Cicerbita,Cicerbita muralis,MC 9060,Surrey,51.4784,-0.2946,2020-08-28
Asterales,Asteraceae,Cicerbita,Cicerbita muralis,MC 9060,Surrey,51.4784,-0.2946,2020-08-28
Asterales,Asteraceae,Cicerbita,Cicerbita muralis,MC 9060,Surrey,51.4784,-0.2946,2020-08-28
Asterales,Asteraceae,Cicerbita,Cicerbita muralis,MC 9060,Surrey,51.4784,-0.2946,2020-08-28
Asterales,Asteraceae,Cicerbita,Cicerbita muralis,MC 9060,Surrey,51.4784,-0.2946,2020-08-28
Asterales,Asteraceae,Bellis,Bellis perennis,MC 9061,Surrey,51.4784,-0.2946,2020-08-28
Asterales,Asteraceae,Bellis,Bellis perennis,MC 9061,Surrey,51.4784,-0.2946,2020-08-28
Asterales,Asteraceae,Bellis,Bellis perennis,MC 9061,Surrey,51.4784,-0.2946,2020-08-28
Asterales,Asteraceae,Bellis,Bellis perennis,MC 9061,Surrey,51.4784,-0.2946,2020-08-28
Asterales,Asteraceae,Bellis,Bellis perennis,MC 9061,Surrey,51.4784,-0.2946,2020-08-28
Asterales,Asteraceae,Bellis,Bellis perennis,MC 9061,Surrey,51.4784,-0.2946,2020-08-28
Asterales,Asteraceae,Bellis,Bellis perennis,MC 9061,Surrey,51.4784,-0.2946,2020-08-28
Asterales,Asteraceae,Bellis,Bellis perennis,MC 9061,Surrey,51.4784,-0.2946,2020-08-28
Lamiales,Plantaginaceae,Plantago,Plantago lanceolata,MC 9062,Surrey,51.4784,-0.2946,2020-08-28
Lamiales,Plantaginaceae,Plantago,Plantago lanceolata,MC 9062,Surrey,51.4784,-0.2946,2020-08-28
Lamiales,Plantaginaceae,Plantago,Plantago lanceolata,MC 9062,Surrey,51.4784,-0.2946,2020-08-28
Lamiales,Plantaginaceae,Plantago,Plantago lanceolata,MC 9062,Surrey,51.4784,-0.2946,2020-08-28
Lamiales,Plantaginaceae,Plantago,Plantago lanceolata,MC 9062,Surrey,51.4784,-0.2946,2020-08-28
Lamiales,Plantaginaceae,Plantago,Plantago lanceolata,MC 9062,Surrey,51.4784,-0.2946,2020-08-28
Lamiales,Plantaginaceae,Plantago,Plantago lanceolata,MC 9062,Surrey,51.4784,-0.2946,2020-08-28
Lamiales,Plantaginaceae,Plantago,Plantago lanceolata,MC 9062,Surrey,51.4784,-0.2946,2020-08-28
Lamiales,Plantaginaceae,Linaria,Linaria vulgaris,MC 9063,Surrey,51.4282,-0.3121,2020-09-01
Lamiales,Plantaginaceae,Linaria,Linaria vulgaris,MC 9063,Surrey,51.4282,-0.3121,2020-09-01
Lamiales,Plantaginaceae,Linaria,Linaria vulgaris,MC 9063,Surrey,51.4282,-0.3121,2020-09-01
Lamiales,Plantaginaceae,Linaria,Linaria vulgaris,MC 9063,Surrey,51.4282,-0.3121,2020-09-01
Lamiales,Plantaginaceae,Linaria,Linaria vulgaris,MC 9063,Surrey,51.4282,-0.3121,2020-09-01
Lamiales,Plantaginaceae,Linaria,Linaria vulgaris,MC 9063,Surrey,51.4282,-0.3121,2020-09-01
Lamiales,Plantaginaceae,Linaria,Linaria vulgaris,MC 9063,Surrey,51.4282,-0.3121,2020-09-01
Lamiales,Plantaginaceae,Linaria,Linaria vulgaris,MC 9063,Surrey,51.4282,-0.3121,2020-09-01
Asterales,Asteraceae,Tanacetum,Tanacetum vulgare,MC 9065,Surrey,51.4282,-0.3121,2020-09-01
Asterales,Asteraceae,Tanacetum,Tanacetum vulgare,MC 9065,Surrey,51.4282,-0.3121,2020-09-01
Asterales,Asteraceae,Tanacetum,Tanacetum vulgare,MC 9065,Surrey,51.4282,-0.3121,2020-09-01
Asterales,Asteraceae,Tanacetum,Tanacetum vulgare,MC 9065,Surrey,51.4282,-0.3121,2020-09-01
Asterales,Asteraceae,Tanacetum,Tanacetum vulgare,MC 9065,Surrey,51.4282,-0.3121,2020-09-01
Asterales,Asteraceae,Tanacetum,Tanacetum vulgare,MC 9065,Surrey,51.4282,-0.3121,2020-09-01
Asterales,Asteraceae,Tanacetum,Tanacetum vulgare,MC 9065,Surrey,51.4282,-0.3121,2020-09-01
Asterales,Asteraceae,Tanacetum,Tanacetum vulgare,MC 9065,Surrey,51.4282,-0.3121,2020-09-01
Asterales,Menyanthaceae,Nymphoides,Nymphoides peltata,MC 9066,Surrey,51.4823,-0.2885,2020-09-01
Asterales,Menyanthaceae,Nymphoides,Nymphoides peltata,MC 9066,Surrey,51.4823,-0.2885,2020-09-01
Asterales,Menyanthaceae,Nymphoides,Nymphoides peltata,MC 9066,Surrey,51.4823,-0.2885,2020-09-01
Asterales,Menyanthaceae,Nymphoides,Nymphoides peltata,MC 9066,Surrey,51.4823,-0.2885,2020-09-01
Asterales,Menyanthaceae,Nymphoides,Nymphoides peltata,MC 9066,Surrey,51.4823,-0.2885,2020-09-01
Asterales,Menyanthaceae,Nymphoides,Nymphoides peltata,MC 9066,Surrey,51.4823,-0.2885,2020-09-01
Asterales,Menyanthaceae,Nymphoides,Nymphoides peltata,MC 9066,Surrey,51.4823,-0.2885,2020-09-01
Asterales,Menyanthaceae,Nymphoides,Nymphoides peltata,MC 9066,Surrey,51.4823,-0.2885,2020-09-01
Lamiales,Lamiaceae,Lamium,Lamium album,MC 9071,Surrey,51.4488,-0.3055,2020-09-02
Lamiales,Lamiaceae,Lamium,Lamium album,MC 9071,Surrey,51.4488,-0.3055,2020-09-02
Lamiales,Lamiaceae,Lamium,Lamium album,MC 9071,Surrey,51.4488,-0.3055,2020-09-02
Lamiales,Lamiaceae,Lamium,Lamium album,MC 9071,Surrey,51.4488,-0.3055,2020-09-02
Lamiales,Lamiaceae,Lamium,Lamium album,MC 9071,Surrey,51.4488,-0.3055,2020-09-02
Lamiales,Lamiaceae,Lamium,Lamium album,MC 9071,Surrey,51.4488,-0.3055,2020-09-02
Lamiales,Lamiaceae,Lamium,Lamium album,MC 9071,Surrey,51.4488,-0.3055,2020-09-02
Lamiales,Lamiaceae,Lamium,Lamium album,MC 9071,Surrey,51.4488,-0.3055,2020-09-02
Lamiales,Lamiaceae,Ballota,Ballota nigra,MC 9072,Surrey,51.4826,-0.2972,2020-09-02
Lamiales,Lamiaceae,Ballota,Ballota nigra,MC 9072,Surrey,51.4826,-0.2972,2020-09-02
Lamiales,Lamiaceae,Ballota,Ballota nigra,MC 9072,Surrey,51.4826,-0.2972,2020-09-02
Lamiales,Lamiaceae,Ballota,Ballota nigra,MC 9072,Surrey,51.4826,-0.2972,2020-09-02
Lamiales,Lamiaceae,Ballota,Ballota nigra,MC 9072,Surrey,51.4826,-0.2972,2020-09-02
Lamiales,Lamiaceae,Ballota,Ballota nigra,MC 9072,Surrey,51.4826,-0.2972,2020-09-02
Lamiales,Lamiaceae,Ballota,Ballota nigra,MC 9072,Surrey,51.4826,-0.2972,2020-09-02
Lamiales,Lamiaceae,Ballota,Ballota nigra,MC 9072,Surrey,51.4826,-0.2972,2020-09-02
Ericales,Primulaceae,Lysimachia,Lysimachia vulgaris,MC 9073,Surrey,51.4815,-0.2896,2020-09-03
Ericales,Primulaceae,Lysimachia,Lysimachia vulgaris,MC 9073,Surrey,51.4815,-0.2896,2020-09-03
Ericales,Primulaceae,Lysimachia,Lysimachia vulgaris,MC 9073,Surrey,51.4815,-0.2896,2020-09-03
Ericales,Primulaceae,Lysimachia,Lysimachia vulgaris,MC 9073,Surrey,51.4815,-0.2896,2020-09-03
Ericales,Primulaceae,Lysimachia,Lysimachia vulgaris,MC 9073,Surrey,51.4815,-0.2896,2020-09-03
Ericales,Primulaceae,Lysimachia,Lysimachia vulgaris,MC 9073,Surrey,51.4815,-0.2896,2020-09-03
Ericales,Primulaceae,Lysimachia,Lysimachia vulgaris,MC 9073,Surrey,51.4815,-0.2896,2020-09-03
Ericales,Primulaceae,Lysimachia,Lysimachia vulgaris,MC 9073,Surrey,51.4815,-0.2896,2020-09-03
Ericales,Primulaceae,Lysimachia,Lysimachia vulgaris,MC 9073,Surrey,51.4815,-0.2896,2020-09-03
Rosales,Rosaceae,Comarum,Comarum palustre,MC 9074,Surrey,51.4815,-0.2896,2020-09-03
Rosales,Rosaceae,Comarum,Comarum palustre,MC 9074,Surrey,51.4815,-0.2896,2020-09-03
Rosales,Rosaceae,Comarum,Comarum palustre,MC 9074,Surrey,51.4815,-0.2896,2020-09-03
Rosales,Rosaceae,Comarum,Comarum palustre,MC 9074,Surrey,51.4815,-0.2896,2020-09-03
Rosales,Rosaceae,Comarum,Comarum palustre,MC 9074,Surrey,51.4815,-0.2896,2020-09-03
Rosales,Rosaceae,Comarum,Comarum palustre,MC 9074,Surrey,51.4815,-0.2896,2020-09-03
Rosales,Rosaceae,Comarum,Comarum palustre,MC 9074,Surrey,51.4815,-0.2896,2020-09-03
Rosales,Rosaceae,Comarum,Comarum palustre,MC 9074,Surrey,51.4815,-0.2896,2020-09-03
Ranunculales,Ranunculaceae,Anemone,Anemone pulsatilla,MC 9075,Surrey,51.4815,-0.2896,2020-09-03
Ranunculales,Ranunculaceae,Anemone,Anemone pulsatilla,MC 9075,Surrey,51.4815,-0.2896,2020-09-03
Ranunculales,Ranunculaceae,Anemone,Anemone pulsatilla,MC 9075,Surrey,51.4815,-0.2896,2020-09-03
Ranunculales,Ranunculaceae,Anemone,Anemone pulsatilla,MC 9075,Surrey,51.4815,-0.2896,2020-09-03
Lamiales,Lamiaceae,Thymus,Thymus serpyllum,MC 9076,Surrey,51.4815,-0.2896,2020-09-03
Lamiales,Lamiaceae,Thymus,Thymus serpyllum,MC 9076,Surrey,51.4815,-0.2896,2020-09-03
Lamiales,Lamiaceae,Thymus,Thymus serpyllum,MC 9076,Surrey,51.4815,-0.2896,2020-09-03
Lamiales,Lamiaceae,Thymus,Thymus serpyllum,MC 9076,Surrey,51.4815,-0.2896,2020-09-03
Lamiales,Lamiaceae,Thymus,Thymus serpyllum,MC 9076,Surrey,51.4815,-0.2896,2020-09-03
Rosales,Rosaceae,Geum,Geum rivale,MC 9077,Surrey,51.4815,-0.2896,2020-09-03
Rosales,Rosaceae,Geum,Geum rivale,MC 9077,Surrey,51.4815,-0.2896,2020-09-03
Rosales,Rosaceae,Geum,Geum rivale,MC 9077,Surrey,51.4815,-0.2896,2020-09-03
Rosales,Rosaceae,Geum,Geum rivale,MC 9077,Surrey,51.4815,-0.2896,2020-09-03
Rosales,Rosaceae,Geum,Geum rivale,MC 9077,Surrey,51.4815,-0.2896,2020-09-03
Rosales,Rosaceae,Geum,Geum rivale,MC 9077,Surrey,51.4815,-0.2896,2020-09-03
Rosales,Rosaceae,Geum,Geum rivale,MC 9077,Surrey,51.4815,-0.2896,2020-09-03
Malvales,Cistaceae,Helianthemum,Helianthemum apenninum,MC 9079,Surrey,51.4815,-0.2896,2020-09-03
Malvales,Cistaceae,Helianthemum,Helianthemum apenninum,MC 9079,Surrey,51.4815,-0.2896,2020-09-03
Malvales,Cistaceae,Helianthemum,Helianthemum apenninum,MC 9079,Surrey,51.4815,-0.2896,2020-09-03
Malvales,Cistaceae,Helianthemum,Helianthemum apenninum,MC 9079,Surrey,51.4815,-0.2896,2020-09-03
Malvales,Cistaceae,Helianthemum,Helianthemum apenninum,MC 9079,Surrey,51.4815,-0.2896,2020-09-03
Malvales,Cistaceae,Helianthemum,Helianthemum apenninum,MC 9079,Surrey,51.4815,-0.2896,2020-09-03
Ericales,Ericaceae,Erica,Erica ciliaris,MC 9080,Surrey,51.4815,-0.2896,2020-09-03
Ericales,Ericaceae,Erica,Erica ciliaris,MC 9080,Surrey,51.4815,-0.2896,2020-09-03
Ericales,Ericaceae,Erica,Erica ciliaris,MC 9080,Surrey,51.4815,-0.2896,2020-09-03
Ericales,Ericaceae,Erica,Erica ciliaris,MC 9080,Surrey,51.4815,-0.2896,2020-09-03
Ericales,Ericaceae,Erica,Erica ciliaris,MC 9080,Surrey,51.4815,-0.2896,2020-09-03
Ericales,Ericaceae,Erica,Erica ciliaris,MC 9080,Surrey,51.4815,-0.2896,2020-09-03
Ericales,Ericaceae,Erica,Erica ciliaris,MC 9080,Surrey,51.4815,-0.2896,2020-09-03
Ericales,Ericaceae,Erica,Erica ciliaris,MC 9080,Surrey,51.4815,-0.2896,2020-09-03
Lamiales,Plantaginaceae,Veronica,Veronica spicata,MC 9081,Surrey,51.4815,-0.2896,2020-09-03
Lamiales,Plantaginaceae,Veronica,Veronica spicata,MC 9081,Surrey,51.4815,-0.2896,2020-09-03
Lamiales,Plantaginaceae,Veronica,Veronica spicata,MC 9081,Surrey,51.4815,-0.2896,2020-09-03
Lamiales,Plantaginaceae,Veronica,Veronica spicata,MC 9081,Surrey,51.4815,-0.2896,2020-09-03
Lamiales,Plantaginaceae,Veronica,Veronica spicata,MC 9081,Surrey,51.4815,-0.2896,2020-09-03
Lamiales,Plantaginaceae,Veronica,Veronica spicata,MC 9081,Surrey,51.4815,-0.2896,2020-09-03
Lamiales,Plantaginaceae,Veronica,Veronica spicata,MC 9081,Surrey,51.4815,-0.2896,2020-09-03
Lamiales,Plantaginaceae,Veronica,Veronica spicata,MC 9081,Surrey,51.4815,-0.2896,2020-09-03
Fabales,Fabaceae,Lathyrus,Lathyrus linifolius,MC 9083,Surrey,51.4815,-0.2896,2020-09-03
Fabales,Fabaceae,Lathyrus,Lathyrus linifolius,MC 9083,Surrey,51.4815,-0.2896,2020-09-03
Fabales,Fabaceae,Lathyrus,Lathyrus linifolius,MC 9083,Surrey,51.4815,-0.2896,2020-09-03
Fabales,Fabaceae,Lathyrus,Lathyrus linifolius,MC 9083,Surrey,51.4815,-0.2896,2020-09-03
Fabales,Fabaceae,Lathyrus,Lathyrus linifolius,MC 9083,Surrey,51.4815,-0.2896,2020-09-03
Fabales,Fabaceae,Lathyrus,Lathyrus linifolius,MC 9083,Surrey,51.4815,-0.2896,2020-09-03
Fabales,Fabaceae,Lathyrus,Lathyrus linifolius,MC 9083,Surrey,51.4815,-0.2896,2020-09-03
Ericales,Sarraceniaceae,Sarracenia,Sarracenia purpurea,MC 9084,Surrey,51.4815,-0.2896,2020-09-03
Ericales,Sarraceniaceae,Sarracenia,Sarracenia purpurea,MC 9084,Surrey,51.4815,-0.2896,2020-09-03
Ericales,Sarraceniaceae,Sarracenia,Sarracenia purpurea,MC 9084,Surrey,51.4815,-0.2896,2020-09-03
Ericales,Sarraceniaceae,Sarracenia,Sarracenia purpurea,MC 9084,Surrey,51.4815,-0.2896,2020-09-03
Ericales,Sarraceniaceae,Sarracenia,Sarracenia purpurea,MC 9084,Surrey,51.4815,-0.2896,2020-09-03
Ericales,Sarraceniaceae,Sarracenia,Sarracenia purpurea,MC 9084,Surrey,51.4815,-0.2896,2020-09-03
Ericales,Sarraceniaceae,Sarracenia,Sarracenia purpurea,MC 9084,Surrey,51.4815,-0.2896,2020-09-03
Ericales,Sarraceniaceae,Sarracenia,Sarracenia purpurea,MC 9084,Surrey,51.4815,-0.2896,2020-09-03
Ranunculales,Papaveraceae,Chelidonium,Chelidonium majus,MC 9086,Surrey,51.4111,-0.3108,2020-09-07
Ranunculales,Papaveraceae,Chelidonium,Chelidonium majus,MC 9086,Surrey,51.4111,-0.3108,2020-09-07
Ranunculales,Papaveraceae,Chelidonium,Chelidonium majus,MC 9086,Surrey,51.4111,-0.3108,2020-09-07
Ranunculales,Papaveraceae,Chelidonium,Chelidonium majus,MC 9086,Surrey,51.4111,-0.3108,2020-09-07
Ranunculales,Papaveraceae,Chelidonium,Chelidonium majus,MC 9086,Surrey,51.4111,-0.3108,2020-09-07
Ranunculales,Papaveraceae,Chelidonium,Chelidonium majus,MC 9086,Surrey,51.4111,-0.3108,2020-09-07
Ranunculales,Papaveraceae,Chelidonium,Chelidonium majus,MC 9086,Surrey,51.4111,-0.3108,2020-09-07
Ranunculales,Papaveraceae,Chelidonium,Chelidonium majus,MC 9086,Surrey,51.4111,-0.3108,2020-09-07
Lamiales,Scrophulariaceae,Scrophularia,Scrophularia nodosa,MC 9087,Surrey,51.4093,-0.317,2020-09-07
Lamiales,Scrophulariaceae,Scrophularia,Scrophularia nodosa,MC 9087,Surrey,51.4093,-0.317,2020-09-07
Lamiales,Scrophulariaceae,Scrophularia,Scrophularia nodosa,MC 9087,Surrey,51.4093,-0.317,2020-09-07
Lamiales,Scrophulariaceae,Scrophularia,Scrophularia nodosa,MC 9087,Surrey,51.4093,-0.317,2020-09-07
Lamiales,Scrophulariaceae,Scrophularia,Scrophularia nodosa,MC 9087,Surrey,51.4093,-0.317,2020-09-07
Lamiales,Scrophulariaceae,Scrophularia,Scrophularia nodosa,MC 9087,Surrey,51.4093,-0.317,2020-09-07
Lamiales,Scrophulariaceae,Scrophularia,Scrophularia nodosa,MC 9087,Surrey,51.4093,-0.317,2020-09-07
Lamiales,Scrophulariaceae,Scrophularia,Scrophularia nodosa,MC 9087,Surrey,51.4093,-0.317,2020-09-07
Santalales,Viscaceae,Viscum,Viscum album,MC 9090,Surrey,51.4061,-0.3319,2020-09-07
